AccumulatedPower,Cadence,Distance,FractionalCadence,HeartRate,LeftRightBalance,Power,Temperature,Timestamp
201033,90,0,0,175,175,271,17,1013616741
201326,93,0,0,175,178,293,16,1013616742
201630,90,0,0,175,179,304,16,1013616743
201956,91,0,0,175,178,326,16,1013616744
202266,92,0,0,174,178,310,16,1013616745
202520,91,0,0,173,183,254,16,1013616746
202804,90,0,0,174,182,284,16,1013616747
203102,88,0,0,174,183,298,16,1013616748
203496,88,0,0,173,182,394,16,1013616749
203908,90,0,0,174,173,412,16,1013616750
204235,91,0,0,174,182,327,17,1013616751
204523,88,0,0,173,177,288,17,1013616752
204885,89,0,0,173,179,362,17,1013616753
205227,89,0,0,173,179,342,16,1013616754
205565,90,0,0,173,178,338,17,1013616755
205901,90,0,0,174,174,336,17,1013616756
206281,90,0,0,174,177,380,17,1013616757
206641,92,0,0,174,176,360,17,1013616758
206938,90,0,0,173,180,297,17,1013616759
207302,89,0,0,174,178,364,16,1013616760
207710,90,0,0,174,180,408,17,1013616761
208163,96,0,0,173,176,453,16,1013616762
208513,98,0,0,174,180,350,16,1013616763
208862,96,0,0,174,178,349,16,1013616764
209234,94,0,0,174,178,372,16,1013616765
209605,94,0,0,174,179,371,16,1013616766
209993,93,0,0,174,178,388,16,1013616767
210372,93,0,0,175,177,379,16,1013616768
210718,92,0,0,175,176,346,16,1013616769
211084,91,0,0,175,178,366,16,1013616770
211415,91,0,0,176,174,331,16,1013616771
211618,90,0,0,175,179,203,16,1013616772
211812,83,0,0,176,177,194,16,1013616773
212033,83,0,0,176,180,221,16,1013616774
212338,91,0,0,176,179,305,16,1013616775
212664,93,0,0,176,177,326,16,1013616776
212931,89,0,0,177,178,267,16,1013616777
213237,87,0,0,176,177,306,17,1013616778
213547,88,0,0,177,176,310,17,1013616779
213809,90,0,0,177,178,262,17,1013616780
214113,90,0,0,177,180,304,17,1013616781
214417,91,0,0,177,176,304,17,1013616782
214697,91,0,0,176,177,280,17,1013616783
214980,95,0,0,177,177,283,17,1013616784
215273,95,0,0,177,180,293,17,1013616785
215568,91,0,0,178,175,295,17,1013616786
215922,95,0,0,178,178,354,17,1013616787
216261,92,0,0,178,178,339,17,1013616788
216539,90,0,0,178,170,278,17,1013616789
216811,88,0,0,178,179,272,17,1013616790
217109,87,0,0,178,178,298,17,1013616791
217394,87,0,0,178,178,285,17,1013616792
217689,87,0,0,178,178,295,16,1013616793
217999,87,0,0,178,176,310,16,1013616794
218286,85,0,0,178,178,287,16,1013616795
218585,85,0,0,179,182,299,16,1013616796
218857,87,0,0,178,175,272,16,1013616797
219145,88,0,0,178,176,288,16,1013616798
219425,86,0,0,179,181,280,16,1013616799
219722,85,0,0,178,177,297,16,1013616800
220039,86,0,0,179,179,317,16,1013616801
220335,88,0,0,179,179,296,16,1013616802
220654,83,0,0,179,181,319,16,1013616803
220987,93,0,0,179,178,333,16,1013616804
221304,92,0,0,178,178,317,17,1013616805
221625,91,0,0,180,178,321,16,1013616806
221930,91,0,0,180,178,305,16,1013616807
222232,89,0,0,180,178,302,17,1013616808
222557,89,0,0,180,181,325,17,1013616809
222890,91,0,0,179,178,333,16,1013616810
223206,92,0,0,179,179,316,16,1013616811
223539,91,0,0,179,182,333,16,1013616812
223865,92,0,0,180,181,326,16,1013616813
224133,91,0,0,180,181,268,16,1013616814
224451,88,0,0,181,182,318,16,1013616815
224921,81,0,0,181,188,470,17,1013616816
225292,76,0,0,181,174,371,16,1013616817
225667,76,0,0,181,174,375,16,1013616818
226047,75,0,0,182,175,380,16,1013616819
226412,75,0,0,182,181,365,16,1013616820
226782,74,0,0,183,175,370,16,1013616821
227137,74,0,0,183,182,355,16,1013616822
227523,74,0,0,183,178,386,17,1013616823
227842,78,0,0,183,172,319,17,1013616824
228104,87,0,0,183,178,262,17,1013616825
228396,89,0,0,183,179,292,17,1013616826
228692,87,0,0,184,178,296,17,1013616827
228980,86,0,0,183,180,288,17,1013616828
229244,85,0,0,183,180,264,16,1013616829
229523,84,0,0,183,177,279,16,1013616830
229786,84,0,0,183,182,263,16,1013616831
230057,83,0,0,183,181,271,16,1013616832
230297,82,0,0,182,177,240,16,1013616833
230560,80,0,0,182,182,263,16,1013616834
230857,80,0,0,182,179,297,16,1013616835
231133,83,0,0,181,178,276,16,1013616836
231402,83,0,0,181,177,269,16,1013616837
231687,83,0,0,181,179,285,16,1013616838
231984,84,0,0,182,178,297,16,1013616839
232277,84,0,0,182,179,293,16,1013616840
232529,84,0,0,181,178,252,16,1013616841
232804,82,0,0,181,178,275,16,1013616842
233061,82,0,0,181,178,257,17,1013616843
233360,82,0,0,180,175,299,17,1013616844
233660,85,0,0,181,178,300,17,1013616845
233943,85,0,0,181,177,283,17,1013616846
234221,85,0,0,181,181,278,17,1013616847
234503,84,0,0,181,182,282,17,1013616848
234778,84,0,0,182,178,275,17,1013616849
235048,84,0,0,181,179,270,17,1013616850
235322,83,0,0,181,177,274,17,1013616851
235594,83,0,0,181,182,272,17,1013616852
235859,83,0,0,181,176,265,17,1013616853
236122,84,0,0,181,177,263,17,1013616854
236387,83,0,0,182,180,265,17,1013616855
236677,83,0,0,182,177,290,16,1013616856
236931,85,0,0,181,176,254,16,1013616857
237200,85,0,0,181,179,269,16,1013616858
237477,85,0,0,181,176,277,16,1013616859
237746,86,0,0,181,178,269,16,1013616860
238016,87,0,0,180,176,270,16,1013616861
238279,86,0,0,181,176,263,16,1013616862
238535,86,0,0,180,178,256,16,1013616863
238812,86,0,0,181,180,277,16,1013616864
239079,87,0,0,181,177,267,16,1013616865
239340,88,0,0,180,177,261,16,1013616866
239569,87,0,0,180,170,229,16,1013616867
239868,78,0,0,180,177,299,16,1013616868
240145,80,0,0,180,176,277,16,1013616869
240400,83,0,0,180,176,255,16,1013616870
240673,84,0,0,180,178,273,16,1013616871
240919,86,0,0,180,177,246,16,1013616872
241212,79,0,0,180,176,293,16,1013616873
241434,84,0,0,181,179,222,16,1013616874
241683,89,0,0,180,175,249,16,1013616875
241937,89,0,0,180,175,254,16,1013616876
242206,90,0,0,180,178,269,16,1013616877
242472,91,0,0,179,178,266,16,1013616878
242744,88,0,0,179,181,272,16,1013616879
243007,81,0,0,179,174,263,16,1013616880
243253,91,0,0,179,174,246,16,1013616881
243492,90,0,0,178,175,239,16,1013616882
243745,86,0,0,179,180,253,17,1013616883
243992,85,0,0,179,181,247,16,1013616884
244219,91,0,0,178,181,227,16,1013616885
244507,91,0,0,178,178,288,16,1013616886
244814,90,0,0,178,175,307,16,1013616887
245108,89,0,0,178,178,294,16,1013616888
245403,89,0,0,178,174,295,16,1013616889
245712,86,0,0,178,181,309,16,1013616890
245997,86,0,0,178,180,285,16,1013616891
246286,85,0,0,178,177,289,16,1013616892
246582,86,0,0,177,178,296,16,1013616893
246862,86,0,0,178,181,280,16,1013616894
247156,85,0,0,178,175,294,16,1013616895
247445,85,0,0,177,177,289,16,1013616896
247727,86,0,0,178,178,282,16,1013616897
247995,85,0,0,177,178,268,16,1013616898
248264,85,0,0,177,180,269,16,1013616899
248538,84,0,0,177,179,274,16,1013616900
248820,83,0,0,176,179,282,16,1013616901
249077,84,0,0,175,177,257,16,1013616902
249314,84,0,0,175,176,237,16,1013616903
249553,84,0,0,175,178,239,16,1013616904
249793,87,0,0,174,177,240,16,1013616905
250063,90,0,0,174,173,270,16,1013616906
250361,78,0,0,175,175,298,16,1013616907
250577,82,0,0,175,175,216,16,1013616908
250857,85,0,0,176,182,280,16,1013616909
251125,79,0,0,175,179,268,16,1013616910
251388,80,0,0,176,178,263,16,1013616911
251669,80,0,0,176,176,281,16,1013616912
251936,80,0,0,176,180,267,16,1013616913
252190,84,0,0,176,182,254,16,1013616914
252458,82,0,0,176,179,268,16,1013616915
252719,81,0,0,176,178,261,16,1013616916
253004,86,0,0,176,178,285,16,1013616917
253283,85,0,0,176,178,279,16,1013616918
253556,83,0,0,177,180,273,16,1013616919
253859,83,0,0,176,178,303,16,1013616920
254138,85,0,0,176,176,279,16,1013616921
254403,85,0,0,176,176,265,16,1013616922
254680,84,0,0,176,177,277,16,1013616923
254962,82,0,0,176,185,282,16,1013616924
255233,83,0,0,176,182,271,16,1013616925
255519,83,0,0,175,176,286,16,1013616926
255798,83,0,0,176,179,279,16,1013616927
256095,83,0,0,176,180,297,16,1013616928
256344,84,0,0,175,175,249,16,1013616929
256618,82,0,0,175,178,274,16,1013616930
256910,82,0,0,174,179,292,16,1013616931
257187,84,0,0,175,178,277,16,1013616932
257464,84,0,0,174,178,277,16,1013616933
257728,83,0,0,175,182,264,16,1013616934
258009,83,0,0,176,178,281,16,1013616935
258286,83,0,0,175,178,277,16,1013616936
258566,83,0,0,175,179,280,16,1013616937
258858,83,0,0,176,179,292,16,1013616938
259138,85,0,0,176,182,280,16,1013616939
259405,84,0,0,176,180,267,16,1013616940
259690,83,0,0,176,181,285,16,1013616941
259967,83,0,0,176,180,277,16,1013616942
260252,83,0,0,176,180,285,16,1013616943
260494,83,0,0,176,179,242,16,1013616944
260762,81,0,0,176,180,268,16,1013616945
261037,83,0,0,176,178,275,16,1013616946
261281,85,0,0,176,180,244,16,1013616947
261539,85,0,0,176,181,258,16,1013616948
261790,87,0,0,175,177,251,16,1013616949
262073,88,0,0,175,180,283,16,1013616950
262394,86,0,0,175,180,321,16,1013616951
262661,83,0,0,175,181,267,16,1013616952
262952,84,0,0,175,178,291,16,1013616953
263258,87,0,0,176,178,306,16,1013616954
263565,85,0,0,175,184,307,16,1013616955
263858,79,0,0,176,175,293,16,1013616956
264142,90,0,0,175,178,284,16,1013616957
264473,86,0,0,175,181,331,16,1013616958
264786,82,0,0,175,178,313,16,1013616959
265078,83,0,0,175,176,292,16,1013616960
265364,85,0,0,174,177,286,16,1013616961
265625,84,0,0,175,179,261,16,1013616962
265886,84,0,0,174,179,261,16,1013616963
266156,85,0,0,174,176,270,16,1013616964
266430,85,0,0,175,178,274,16,1013616965
266708,84,0,0,175,182,278,16,1013616966
267003,86,0,0,175,176,295,16,1013616967
267288,87,0,0,174,179,285,16,1013616968
267554,87,0,0,175,179,266,16,1013616969
267820,87,0,0,175,180,266,16,1013616970
268096,86,0,0,175,175,276,16,1013616971
268374,86,0,0,175,177,278,16,1013616972
268652,86,0,0,174,176,278,16,1013616973
268916,87,0,0,175,178,264,16,1013616974
269176,87,0,0,176,178,260,16,1013616975
269454,86,0,0,176,177,278,16,1013616976
269715,86,0,0,175,178,261,16,1013616977
269966,86,0,0,175,178,251,16,1013616978
270210,85,0,0,174,181,244,16,1013616979
270473,85,0,0,175,179,263,16,1013616980
270724,85,0,0,175,180,251,16,1013616981
271001,86,0,0,175,177,277,16,1013616982
271268,88,0,0,175,177,267,16,1013616983
271531,88,0,0,175,180,263,16,1013616984
271809,88,0,0,176,178,278,16,1013616985
272057,88,0,0,176,176,248,16,1013616986
272339,87,0,0,176,178,282,16,1013616987
272613,87,0,0,176,183,274,16,1013616988
272875,88,0,0,176,177,262,16,1013616989
273133,87,0,0,176,177,258,16,1013616990
273388,87,0,0,177,177,255,16,1013616991
273642,87,0,0,177,176,254,16,1013616992
273911,87,0,0,177,176,269,16,1013616993
274150,86,0,0,177,179,239,16,1013616994
274407,85,0,0,177,178,257,16,1013616995
274689,85,0,0,177,180,282,16,1013616996
274938,86,0,0,177,176,249,16,1013616997
275188,86,0,0,176,178,250,16,1013616998
275438,86,0,0,177,179,250,16,1013616999
275704,86,0,0,177,178,266,16,1013617000
275947,87,0,0,177,178,243,16,1013617001
276198,86,0,0,177,176,251,16,1013617002
276441,86,0,0,178,179,243,16,1013617003
276686,86,0,0,177,180,245,16,1013617004
276953,86,0,0,178,179,267,16,1013617005
277222,87,0,0,179,178,269,16,1013617006
277489,88,0,0,178,178,267,16,1013617007
277763,90,0,0,178,178,274,16,1013617008
278089,86,0,0,179,178,326,16,1013617009
278372,84,0,0,179,180,283,16,1013617010
278659,85,0,0,179,178,287,16,1013617011
278963,85,0,0,179,177,304,16,1013617012
279244,84,0,0,179,180,281,16,1013617013
279511,84,0,0,179,176,267,16,1013617014
279809,82,0,0,180,176,298,16,1013617015
280053,83,0,0,180,181,244,16,1013617016
280338,91,0,0,179,178,285,16,1013617017
280609,91,0,0,179,181,271,16,1013617018
280888,85,0,0,178,178,279,16,1013617019
281159,86,0,0,178,175,271,16,1013617020
281415,86,0,0,178,178,256,16,1013617021
281671,86,0,0,177,176,256,16,1013617022
281897,86,0,0,177,178,226,16,1013617023
282129,85,0,0,178,178,232,16,1013617024
282355,86,0,0,178,179,226,16,1013617025
282615,80,0,0,178,178,260,16,1013617026
282795,81,0,0,178,184,180,16,1013617027
283007,98,0,0,178,184,212,16,1013617028
283314,94,0,0,176,187,307,16,1013617029
283670,93,0,0,177,177,356,16,1013617030
284012,88,0,0,176,178,342,16,1013617031
284344,86,0,0,176,179,332,16,1013617032
284657,84,0,0,176,177,313,16,1013617033
284924,83,0,0,176,177,267,16,1013617034
285184,83,0,0,176,179,260,16,1013617035
285433,84,0,0,176,178,249,16,1013617036
285700,86,0,0,176,176,267,16,1013617037
285974,90,0,0,176,179,274,16,1013617038
286271,89,0,0,176,178,297,16,1013617039
286582,88,0,0,176,177,311,16,1013617040
286879,88,0,0,176,180,297,16,1013617041
287138,88,0,0,175,177,259,16,1013617042
287389,90,0,0,175,177,251,16,1013617043
287720,95,0,0,175,178,331,16,1013617044
287993,96,0,0,175,169,273,16,1013617045
288281,93,0,0,176,178,288,16,1013617046
288536,90,0,0,176,187,255,16,1013617047
288813,86,0,0,175,177,277,16,1013617048
289101,87,0,0,175,182,288,16,1013617049
289355,90,0,0,175,179,254,16,1013617050
289616,90,0,0,175,182,261,16,1013617051
289931,84,0,0,176,182,315,16,1013617052
290230,85,0,0,176,178,299,16,1013617053
290484,86,0,0,176,179,254,16,1013617054
290724,85,0,0,177,179,240,16,1013617055
290944,84,0,0,177,171,220,16,1013617056
291169,86,0,0,176,180,225,16,1013617057
291420,86,0,0,176,178,251,16,1013617058
291696,91,0,0,176,178,276,16,1013617059
291946,91,0,0,176,179,250,16,1013617060
292201,90,0,0,176,176,255,16,1013617061
292465,90,0,0,176,175,264,16,1013617062
292700,90,0,0,176,182,235,16,1013617063
292973,90,0,0,176,178,273,16,1013617064
293212,91,0,0,176,175,239,16,1013617065
293435,90,0,0,176,175,223,16,1013617066
293703,84,0,0,176,184,268,16,1013617067
293969,84,0,0,176,178,266,16,1013617068
294243,85,0,0,176,178,274,16,1013617069
294518,86,0,0,176,180,275,16,1013617070
294795,86,0,0,176,179,277,16,1013617071
295075,86,0,0,176,178,280,16,1013617072
295350,86,0,0,176,178,275,16,1013617073
295654,85,0,0,176,178,304,16,1013617074
295908,84,0,0,176,179,254,16,1013617075
296159,83,0,0,176,180,251,16,1013617076
296454,87,0,0,176,178,295,16,1013617077
296750,88,0,0,176,177,296,16,1013617078
297040,88,0,0,177,178,290,16,1013617079
297323,89,0,0,177,177,283,16,1013617080
297625,89,0,0,177,178,302,16,1013617081
297898,89,0,0,177,175,273,16,1013617082
298187,89,0,0,177,176,289,16,1013617083
298488,89,0,0,177,178,301,16,1013617084
298757,89,0,0,178,177,269,16,1013617085
299015,89,0,0,178,176,258,16,1013617086
299270,89,0,0,178,176,255,16,1013617087
299516,90,0,0,178,179,246,16,1013617088
299787,88,0,0,178,181,271,16,1013617089
300068,85,0,0,178,178,281,16,1013617090
300347,86,0,0,178,177,279,16,1013617091
300629,89,0,0,178,177,282,16,1013617092
300909,90,0,0,178,179,280,16,1013617093
301204,90,0,0,178,191,295,16,1013617094
301508,85,0,0,178,176,304,16,1013617095
301810,87,0,0,178,176,302,16,1013617096
302102,87,0,0,179,173,292,16,1013617097
302416,87,0,0,180,175,314,16,1013617098
302729,87,0,0,179,180,313,16,1013617099
303043,87,0,0,179,178,314,16,1013617100
303337,87,0,0,180,178,294,16,1013617101
303634,86,0,0,180,182,297,16,1013617102
303896,85,0,0,181,175,262,16,1013617103
304185,85,0,0,182,177,289,16,1013617104
304425,85,0,0,181,172,240,16,1013617105
304663,89,0,0,180,175,238,16,1013617106
304942,86,0,0,181,174,279,16,1013617107
305213,83,0,0,181,178,271,16,1013617108
305520,85,0,0,180,178,307,16,1013617109
305802,86,0,0,181,181,282,16,1013617110
306073,87,0,0,180,175,271,16,1013617111
306356,86,0,0,180,182,283,16,1013617112
306631,86,0,0,180,181,275,16,1013617113
306902,87,0,0,178,176,271,16,1013617114
307155,88,0,0,178,181,253,16,1013617115
307453,90,0,0,177,178,298,16,1013617116
307703,90,0,0,176,173,250,16,1013617117
307960,90,0,0,176,176,257,16,1013617118
308218,85,0,0,176,176,258,16,1013617119
308460,94,0,0,176,175,242,16,1013617120
308668,92,0,0,176,184,208,16,1013617121
308937,89,0,0,176,173,269,16,1013617122
309234,95,0,0,176,180,297,16,1013617123
309600,102,0,0,175,175,366,16,1013617124
309860,99,0,0,175,197,260,16,1013617125
310319,80,0,0,176,171,459,16,1013617126
310661,89,0,0,175,176,342,16,1013617127
310906,94,0,0,176,183,245,16,1013617128
311146,89,0,0,176,178,240,16,1013617129
311408,89,0,0,176,179,262,16,1013617130
311655,89,0,0,176,178,247,16,1013617131
311905,90,0,0,177,181,250,16,1013617132
312158,87,0,0,177,179,253,16,1013617133
312434,87,0,0,176,181,276,16,1013617134
312683,86,0,0,177,178,249,16,1013617135
312946,87,0,0,178,175,263,16,1013617136
313164,88,0,0,177,177,218,16,1013617137
313436,88,0,0,178,178,272,16,1013617138
313705,89,0,0,178,177,269,16,1013617139
313992,90,0,0,179,174,287,16,1013617140
314266,90,0,0,179,176,274,16,1013617141
314560,90,0,0,179,179,294,16,1013617142
314856,89,0,0,179,178,296,16,1013617143
315165,88,0,0,179,177,309,16,1013617144
315466,88,0,0,179,179,301,16,1013617145
315761,87,0,0,180,175,295,16,1013617146
316068,86,0,0,181,178,307,16,1013617147
316350,88,0,0,181,176,282,16,1013617148
316600,90,0,0,181,178,250,16,1013617149
316888,89,0,0,181,178,288,16,1013617150
317224,86,0,0,182,178,336,16,1013617151
317511,85,0,0,182,168,287,16,1013617152
317781,90,0,0,182,173,270,16,1013617153
318011,96,0,0,183,177,230,16,1013617154
318307,91,0,0,183,176,296,16,1013617155
318569,90,0,0,182,175,262,16,1013617156
318831,92,0,0,182,176,262,16,1013617157
319123,90,0,0,182,178,292,16,1013617158
319390,88,0,0,182,170,267,16,1013617159
319659,94,0,0,182,177,269,16,1013617160
319943,93,0,0,182,187,284,16,1013617161
320198,88,0,0,182,177,255,16,1013617162
320458,89,0,0,182,173,260,16,1013617163
320717,95,0,0,182,171,259,16,1013617164
321058,92,0,0,182,178,341,16,1013617165
321396,87,0,0,182,177,338,16,1013617166
321714,85,0,0,182,176,318,16,1013617167
321980,89,0,0,182,178,266,16,1013617168
322305,92,0,0,182,178,325,16,1013617169
322606,89,0,0,181,177,301,16,1013617170
322913,90,0,0,181,177,307,17,1013617171
323243,88,0,0,181,175,330,16,1013617172
323514,88,0,0,181,176,271,16,1013617173
323781,94,0,0,181,174,267,16,1013617174
324030,90,0,0,181,180,249,17,1013617175
324273,85,0,0,181,173,243,17,1013617176
324551,96,0,0,182,175,278,17,1013617177
324842,92,0,0,181,178,291,16,1013617178
325111,89,0,0,180,181,269,16,1013617179
325380,88,0,0,180,176,269,16,1013617180
325654,91,0,0,179,175,274,16,1013617181
325921,92,0,0,178,176,267,16,1013617182
326221,93,0,0,178,181,300,16,1013617183
326519,89,0,0,178,178,298,16,1013617184
326817,89,0,0,178,178,298,16,1013617185
327091,87,0,0,178,169,274,16,1013617186
327394,94,0,0,178,177,303,16,1013617187
327703,94,0,0,178,174,309,16,1013617188
327999,94,0,0,178,176,296,16,1013617189
328318,90,0,0,178,173,319,16,1013617190
328604,89,0,0,179,173,286,16,1013617191
328886,94,0,0,179,175,282,17,1013617192
329121,95,0,0,178,180,235,17,1013617193
329414,91,0,0,180,175,293,17,1013617194
329692,93,0,0,180,178,278,17,1013617195
329963,93,0,0,179,177,271,17,1013617196
330251,91,0,0,180,177,288,16,1013617197
330540,88,0,0,180,177,289,16,1013617198
330855,91,0,0,180,180,315,16,1013617199
331144,91,0,0,180,172,289,16,1013617200
331452,92,0,0,181,179,308,17,1013617201
331733,93,0,0,180,187,281,17,1013617202
332032,89,0,0,180,177,299,17,1013617203
332323,91,0,0,180,176,291,17,1013617204
332626,92,0,0,181,176,303,17,1013617205
332941,89,0,0,182,177,315,16,1013617206
333226,89,0,0,181,180,285,17,1013617207
333546,91,0,0,182,177,320,17,1013617208
333888,90,0,0,181,179,342,17,1013617209
334231,89,0,0,182,179,343,16,1013617210
334571,88,0,0,182,174,340,16,1013617211
334892,93,0,0,182,179,321,16,1013617212
335217,94,0,0,182,179,325,16,1013617213
335524,93,0,0,182,175,307,16,1013617214
335810,94,0,0,182,177,286,16,1013617215
336127,95,0,0,181,177,317,16,1013617216
336450,89,0,0,181,175,323,17,1013617217
336773,89,0,0,181,175,323,16,1013617218
337068,89,0,0,181,177,295,16,1013617219
337347,88,0,0,180,175,279,16,1013617220
337621,89,0,0,181,176,274,16,1013617221
337894,90,0,0,181,177,273,16,1013617222
338143,92,0,0,180,172,249,16,1013617223
338439,89,0,0,179,177,296,16,1013617224
338727,91,0,0,179,175,288,16,1013617225
339014,90,0,0,179,178,287,17,1013617226
339281,88,0,0,178,178,267,17,1013617227
339569,87,0,0,177,172,288,17,1013617228
339849,90,0,0,178,177,280,17,1013617229
340157,90,0,0,178,176,308,17,1013617230
340490,89,0,0,177,178,333,16,1013617231
340806,89,0,0,177,178,316,16,1013617232
341101,89,0,0,177,178,295,16,1013617233
341359,92,0,0,178,178,258,17,1013617234
341684,89,0,0,178,177,325,17,1013617235
341948,87,0,0,177,176,264,17,1013617236
342244,87,0,0,178,178,296,17,1013617237
342498,89,0,0,178,177,254,16,1013617238
342776,90,0,0,177,172,278,16,1013617239
343049,91,0,0,177,173,273,16,1013617240
343317,91,0,0,177,173,268,16,1013617241
343614,91,0,0,177,175,297,16,1013617242
343895,90,0,0,178,173,281,16,1013617243
344194,93,0,0,179,178,299,16,1013617244
344502,92,0,0,179,178,308,16,1013617245
344799,91,0,0,180,174,297,16,1013617246
345090,92,0,0,180,179,291,16,1013617247
345372,94,0,0,180,175,282,17,1013617248
345674,95,0,0,181,180,302,17,1013617249
345960,91,0,0,182,171,286,17,1013617250
346220,92,0,0,182,178,260,16,1013617251
346498,88,0,0,183,180,278,17,1013617252
346746,88,0,0,184,183,248,17,1013617253
347019,88,0,0,183,177,273,17,1013617254
347346,87,0,0,183,175,327,17,1013617255
347603,87,0,0,183,174,257,16,1013617256
347875,85,0,0,182,174,272,16,1013617257
348161,92,0,0,182,179,286,17,1013617258
348417,88,0,0,181,178,256,17,1013617259
348688,93,0,0,181,178,271,17,1013617260
349000,91,0,0,181,181,312,16,1013617261
349268,91,0,0,181,173,268,16,1013617262
349528,92,0,0,181,167,260,16,1013617263
349792,85,0,0,180,181,264,16,1013617264
350050,87,0,0,179,177,258,16,1013617265
350296,91,0,0,179,176,246,16,1013617266
350571,89,0,0,178,176,275,16,1013617267
350848,90,0,0,178,172,277,16,1013617268
351147,88,0,0,178,174,299,16,1013617269
351449,90,0,0,179,176,302,16,1013617270
351722,91,0,0,178,175,273,16,1013617271
352003,92,0,0,178,173,281,16,1013617272
352279,91,0,0,179,180,276,16,1013617273
352567,87,0,0,179,177,288,16,1013617274
352829,87,0,0,180,183,262,16,1013617275
353122,87,0,0,180,176,293,16,1013617276
353368,88,0,0,181,173,246,16,1013617277
353630,92,0,0,181,178,262,16,1013617278
353899,90,0,0,181,178,269,17,1013617279
354190,90,0,0,180,176,291,17,1013617280
354475,90,0,0,181,175,285,17,1013617281
354758,91,0,0,181,177,283,17,1013617282
355032,91,0,0,181,178,274,17,1013617283
355307,91,0,0,181,179,275,17,1013617284
355599,91,0,0,181,179,292,17,1013617285
355895,85,0,0,181,178,296,17,1013617286
356176,86,0,0,181,173,281,17,1013617287
356418,91,0,0,181,174,242,17,1013617288
356664,92,0,0,182,182,246,17,1013617289
356910,90,0,0,181,177,246,16,1013617290
357170,90,0,0,181,176,260,16,1013617291
357435,88,0,0,180,178,265,16,1013617292
357690,87,0,0,180,171,255,17,1013617293
358004,89,0,0,180,179,314,16,1013617294
358257,88,0,0,180,177,253,16,1013617295
358605,98,0,0,180,186,348,16,1013617296
358939,96,0,0,180,178,334,16,1013617297
359214,95,0,0,180,174,275,16,1013617298
359487,92,0,0,179,189,273,16,1013617299
359754,91,0,0,179,181,267,16,1013617300
360036,92,0,0,179,177,282,16,1013617301
360338,90,0,0,178,179,302,17,1013617302
360644,90,0,0,179,180,306,16,1013617303
360946,89,0,0,178,183,302,16,1013617304
361254,89,0,0,178,176,308,17,1013617305
361550,89,0,0,178,181,296,16,1013617306
361837,89,0,0,179,175,287,17,1013617307
362088,90,0,0,179,179,251,16,1013617308
362344,92,0,0,179,177,256,17,1013617309
362632,94,0,0,179,177,288,17,1013617310
362937,93,0,0,180,182,305,16,1013617311
363244,88,0,0,180,176,307,17,1013617312
363523,90,0,0,180,177,279,17,1013617313
363815,89,0,0,180,177,292,17,1013617314
364057,90,0,0,181,175,242,16,1013617315
364336,87,0,0,180,183,279,16,1013617316
364757,74,0,0,181,185,421,17,1013617317
365213,70,0,0,181,175,456,17,1013617318
365556,77,0,0,181,172,343,17,1013617319
365874,78,0,0,180,178,318,17,1013617320
366160,79,0,0,181,174,286,16,1013617321
366460,83,0,0,182,178,300,17,1013617322
366812,85,0,0,182,184,352,16,1013617323
367179,83,0,0,183,175,367,16,1013617324
367537,83,0,0,183,174,358,16,1013617325
367867,83,0,0,183,176,330,16,1013617326
368193,83,0,0,183,178,326,16,1013617327
368544,81,0,0,184,176,351,16,1013617328
368882,81,0,0,184,175,338,16,1013617329
369225,80,0,0,183,170,343,16,1013617330
369568,80,0,0,183,170,343,16,1013617331
369900,86,0,0,184,177,332,16,1013617332
370202,84,0,0,183,174,302,16,1013617333
370524,83,0,0,183,178,322,16,1013617334
370867,88,0,0,183,173,343,16,1013617335
371202,89,0,0,184,173,335,16,1013617336
371537,89,0,0,183,177,335,16,1013617337
371857,88,0,0,183,175,320,16,1013617338
372155,87,0,0,184,176,298,16,1013617339
372465,87,0,0,184,174,310,16,1013617340
372728,86,0,0,185,177,263,16,1013617341
373004,84,0,0,185,175,276,16,1013617342
373287,84,0,0,184,173,283,16,1013617343
373547,89,0,0,185,175,260,16,1013617344
373802,89,0,0,185,178,255,17,1013617345
374068,88,0,0,186,177,266,16,1013617346
374333,88,0,0,185,172,265,16,1013617347
374584,88,0,0,185,177,251,16,1013617348
374816,87,0,0,185,176,232,17,1013617349
375055,87,0,0,185,175,239,17,1013617350
375279,85,0,0,184,179,224,17,1013617351
375489,85,0,0,185,178,210,17,1013617352
375718,84,0,0,184,176,229,17,1013617353
375914,86,0,0,183,184,196,17,1013617354
376169,90,0,0,184,172,255,17,1013617355
376410,91,0,0,182,172,241,17,1013617356
376606,90,0,0,181,175,196,17,1013617357
376856,84,0,0,180,176,250,17,1013617358
377108,83,0,0,181,175,252,17,1013617359
377314,83,0,0,180,176,206,17,1013617360
377537,83,0,0,180,171,223,17,1013617361
377753,83,0,0,180,175,216,17,1013617362
377965,82,0,0,180,172,212,17,1013617363
378196,82,0,0,180,176,231,17,1013617364
378444,83,0,0,181,173,248,17,1013617365
378662,83,0,0,181,174,218,17,1013617366
378881,83,0,0,181,175,219,17,1013617367
379100,83,0,0,180,175,219,16,1013617368
379287,82,0,0,181,177,187,16,1013617369
379503,81,0,0,181,175,216,16,1013617370
379735,81,0,0,181,181,232,16,1013617371
379982,81,0,0,180,176,247,17,1013617372
380220,82,0,0,178,173,238,16,1013617373
